ADM3_EN,ADM3_PCODE,ADM2_EN,ADM2_PCODE,ADM1_EN,ADM1_PCODE,ADM_ID,UPDATED,PERIMETER,AREA,LONGITUDE,LATITUDE
Esperanza,PH160303000,Agusan del Sur,PH160300000,Region XIII,PH160000000,160303000,12/31/19,206961.511,1330557456,125.462,8.611
La Paz,PH160304000,Agusan del Sur,PH160300000,Region XIII,PH160000000,160304000,12/31/19,185911.084,971080654.5,125.602,8.257
Loreto,PH160305000,Agusan del Sur,PH160300000,Region XIII,PH160000000,160305000,12/31/19,213185.888,1098573140,125.667,8.098
Prosperidad,PH160306000,Agusan del Sur,PH160300000,Region XIII,PH160000000,160306000,12/31/19,108660.421,491832123.1,125.908,8.647
Rosario,PH160307000,Agusan del Sur,PH160300000,Region XIII,PH160000000,160307000,12/31/19,102083.816,390669517,126.034,8.333
San Francisco,PH160308000,Agusan del Sur,PH160300000,Region XIII,PH160000000,160308000,12/31/19,96407.253,353086672.5,125.948,8.471
San Luis,PH160309000,Agusan del Sur,PH160300000,Region XIII,PH160000000,160309000,12/31/19,197454.785,1019522127,125.522,8.432
Santa Josefa,PH160310000,Agusan del Sur,PH160300000,Region XIII,PH160000000,160310000,12/31/19,54528.675,110900636.8,126.019,8.005
Talacogon,PH160311000,Agusan del Sur,PH160300000,Region XIII,PH160000000,160311000,12/31/19,130913.35,352295332,125.79,8.403
Trento,PH160312000,Agusan del Sur,PH160300000,Region XIII,PH160000000,160312000,12/31/19,111581.95,400326605,126.145,8.068
Veruela,PH160313000,Agusan del Sur,PH160300000,Region XIII,PH160000000,160313000,12/31/19,81923.798,265353580.6,125.905,8.037
Sibagat,PH160314000,Agusan del Sur,PH160300000,Region XIII,PH160000000,160314000,12/31/19,149986.838,727723212.8,125.775,8.969
Alegria,PH166701000,Surigao del Norte,PH166700000,Region XIII,PH160000000,166701000,12/31/19,53189.291,79943907.9,125.608,9.485
Bacuag,PH166702000,Surigao del Norte,PH166700000,Region XIII,PH160000000,166702000,12/31/19,39944.688,62800850.08,125.629,9.573
Burgos,PH166704000,Surigao del Norte,PH166700000,Region XIII,PH160000000,166704000,12/31/19,25006.998,16740133.88,126.074,10
Claver,PH166706000,Surigao del Norte,PH166700000,Region XIII,PH160000000,166706000,12/31/19,109802.213,286300984.7,125.786,9.475
Dapa,PH166707000,Surigao del Norte,PH166700000,Region XIII,PH160000000,166707000,12/31/19,156877.684,84021202.16,126.046,9.75
Del Carmen,PH166708000,Surigao del Norte,PH166700000,Region XIII,PH160000000,166708000,12/31/19,177148.591,147945611.9,125.995,9.858
General Luna,PH166710000,Surigao del Norte,PH166700000,Region XIII,PH160000000,166710000,12/31/19,67574.805,46950121.58,126.132,9.788
Gigaquit,PH166711000,Surigao del Norte,PH166700000,Region XIII,PH160000000,166711000,12/31/19,68022.455,141286707,125.687,9.507
Mainit,PH166714000,Surigao del Norte,PH166700000,Region XIII,PH160000000,166714000,12/31/19,72430.856,107533503.1,125.503,9.562
Malimono,PH166715000,Surigao del Norte,PH166700000,Region XIII,PH160000000,166715000,12/31/19,58188.601,98551617.44,125.437,9.566
Pilar,PH166716000,Surigao del Norte,PH166700000,Region XIII,PH160000000,166716000,12/31/19,51504.742,74424593.54,126.083,9.855
Placer,PH166717000,Surigao del Norte,PH166700000,Region XIII,PH160000000,166717000,12/31/19,81799.856,64444509.44,125.587,9.639
San Benito,PH166718000,Surigao del Norte,PH166700000,Region XIII,PH160000000,166718000,12/31/19,104605.771,49448596.6,126.004,9.939
San Francisco,PH166719000,Surigao del Norte,PH166700000,Region XIII,PH160000000,166719000,12/31/19,36623.71,55700981.46,125.416,9.714
San Isidro,PH166720000,Surigao del Norte,PH166700000,Region XIII,PH160000000,166720000,12/31/19,31312.241,52171897.74,126.07,9.934
Santa Monica,PH166721000,Surigao del Norte,PH166700000,Region XIII,PH160000000,166721000,12/31/19,41411.14,30207893.61,126.05,10.014
Sison,PH166722000,Surigao del Norte,PH166700000,Region XIII,PH160000000,166722000,12/31/19,37192.49,65220796.95,125.495,9.647
Socorro,PH166723000,Surigao del Norte,PH166700000,Region XIII,PH160000000,166723000,12/31/19,139439.257,125971024.1,125.943,9.656
Surigao City,PH166724000,Surigao del Norte,PH166700000,Region XIII,PH160000000,166724000,12/31/19,421607.851,282551706.6,125.542,9.776
Tagana-An,PH166725000,Surigao del Norte,PH166700000,Region XIII,PH160000000,166725000,12/31/19,158304.102,64026335.57,125.591,9.707
Tubod,PH166727000,Surigao del Norte,PH166700000,Region XIII,PH160000000,166727000,12/31/19,24894.658,37187370.38,125.567,9.574
Barobo,PH166801000,Surigao del Sur,PH166800000,Region XIII,PH160000000,166801000,12/31/19,147429.49,231956475.7,126.126,8.524
Bayabas,PH166802000,Surigao del Sur,PH166800000,Region XIII,PH160000000,166802000,12/31/19,54031.461,53720175.52,126.255,8.952
City of Bislig,PH166803000,Surigao del Sur,PH166800000,Region XIII,PH160000000,166803000,12/31/19,155024.823,413784830.7,126.285,8.183
Cagwait,PH166804000,Surigao del Sur,PH166800000,Region XIII,PH160000000,166804000,12/31/19,64246.174,78256066.18,126.276,8.895
Cantilan,PH166805000,Surigao del Sur,PH166800000,Region XIII,PH160000000,166805000,12/31/19,136467.597,202761892.4,125.872,9.3
Carmen,PH166806000,Surigao del Sur,PH166800000,Region XIII,PH160000000,166806000,12/31/19,84535.338,158166079.9,125.894,9.183
Carrascal,PH166807000,Surigao del Sur,PH166800000,Region XIII,PH160000000,166807000,12/31/19,169998.108,243640542.8,125.873,9.387
Cortes,PH166808000,Surigao del Sur,PH166800000,Region XIII,PH160000000,166808000,12/31/19,83008.946,120149901.5,126.149,9.21
Hinatuan,PH166809000,Surigao del Sur,PH166800000,Region XIII,PH160000000,166809000,12/31/19,172905.077,323184928.8,126.301,8.392
Lanuza,PH166810000,Surigao del Sur,PH166800000,Region XIII,PH160000000,166810000,12/31/19,110420.633,317331963.1,126.011,9.161
Lianga,PH166811000,Surigao del Sur,PH166800000,Region XIII,PH160000000,166811000,12/31/19,114156.686,313303826.2,126.079,8.694
Lingig,PH166812000,Surigao del Sur,PH166800000,Region XIII,PH160000000,166812000,12/31/19,178149.74,298748287.3,126.37,8.064
Madrid,PH166813000,Surigao del Sur,PH166800000,Region XIII,PH160000000,166813000,12/31/19,92444.811,143239758.9,125.889,9.241
Marihatag,PH166814000,Surigao del Sur,PH166800000,Region XIII,PH160000000,166814000,12/31/19,80885.873,195809118,126.209,8.825
San Agustin,PH166815000,Surigao del Sur,PH166800000,Region XIII,PH160000000,166815000,12/31/19,52225.312,90666451.45,126.196,8.754
San Miguel,PH166816000,Surigao del Sur,PH166800000,Region XIII,PH160000000,166816000,12/31/19,115827.499,653296917,125.987,8.928
Tagbina,PH166817000,Surigao del Sur,PH166800000,Region XIII,PH160000000,166817000,12/31/19,83323.411,358580891.3,126.18,8.415
Tago,PH166818000,Surigao del Sur,PH166800000,Region XIII,PH160000000,166818000,12/31/19,108732.593,320528263,126.146,8.949
City of Tandag,PH166819000,Surigao del Sur,PH166800000,Region XIII,PH160000000,166819000,12/31/19,71287.909,181118193.3,126.128,9.074
Basilisa,PH168501000,Dinagat Islands,PH168500000,Region XIII,PH160000000,168501000,12/31/19,167581.311,99431696.12,125.556,10.09
Cagdianao,PH168502000,Dinagat Islands,PH168500000,Region XIII,PH160000000,168502000,12/31/19,143713.541,198343459.7,125.656,10.028
Dinagat,PH168503000,Dinagat Islands,PH168500000,Region XIII,PH160000000,168503000,12/31/19,87092.358,27962094.67,125.608,9.974
Libjo,PH168504000,Dinagat Islands,PH168500000,Region XIII,PH160000000,168504000,12/31/19,138561.749,186681681.9,125.564,10.19
Loreto,PH168505000,Dinagat Islands,PH168500000,Region XIII,PH160000000,168505000,12/31/19,124144.629,171778657.9,125.618,10.367
San Jose,PH168506000,Dinagat Islands,PH168500000,Region XIII,PH160000000,168506000,12/31/19,38908.8,32282009.78,125.606,10.018
Tubajon,PH168507000,Dinagat Islands,PH168500000,Region XIII,PH160000000,168507000,12/31/19,62483.654,88546204.57,125.581,10.282
Boac,PH174001000,Marinduque,PH174000000,Region IV-B,PH170000000,174001000,12/31/19,82234.818,231213224.3,121.916,13.395
Buenavista,PH174002000,Marinduque,PH174000000,Region IV-B,PH170000000,174002000,12/31/19,44369.75,76696427.75,121.973,13.255
Gasan,PH174003000,Marinduque,PH174000000,Region IV-B,PH170000000,174003000,12/31/19,56681.57,99369918.63,121.884,13.324
Mogpog,PH174004000,Marinduque,PH174000000,Region IV-B,PH170000000,174004000,12/31/19,78486.788,99242501.75,121.897,13.496
Santa Cruz,PH174005000,Marinduque,PH174000000,Region IV-B,PH170000000,174005000,12/31/19,191891.477,242478714.4,122.034,13.462
Torrijos,PH174006000,Marinduque,PH174000000,Region IV-B,PH170000000,174006000,12/31/19,81188.646,173577012,122.054,13.327
Abra de Ilog,PH175101000,Occidental Mindoro,PH175100000,Region IV-B,PH170000000,175101000,12/31/19,118174.249,601913917.3,120.724,13.397
Calintaan,PH175102000,Occidental Mindoro,PH175100000,Region IV-B,PH170000000,175102000,12/31/19,83240.393,298859193.6,120.998,12.627
Looc,PH175103000,Occidental Mindoro,PH175100000,Region IV-B,PH170000000,175103000,12/31/19,147868.671,129247502.7,120.274,13.745
Lubang,PH175104000,Occidental Mindoro,PH175100000,Region IV-B,PH170000000,175104000,12/31/19,78613.483,125272552.8,120.138,13.811
Magsaysay,PH175105000,Occidental Mindoro,PH175100000,Region IV-B,PH170000000,175105000,12/31/19,103870.869,260311258.6,121.188,12.337
Mamburao,PH175106000,Occidental Mindoro,PH175100000,Region IV-B,PH170000000,175106000,12/31/19,98948.649,320747562.8,120.681,13.241
Paluan,PH175107000,Occidental Mindoro,PH175100000,Region IV-B,PH170000000,175107000,12/31/19,129296.012,529356011.4,120.475,13.415
Rizal,PH175108000,Occidental Mindoro,PH175100000,Region IV-B,PH170000000,175108000,12/31/19,104875.326,303792273.4,121.065,12.557
Sablayan,PH175109000,Occidental Mindoro,PH175100000,Region IV-B,PH170000000,175109000,12/31/19,223476.619,2103425730,121.032,12.889
San Jose,PH175110000,Occidental Mindoro,PH175100000,Region IV-B,PH170000000,175110000,12/31/19,244356.475,610717091.2,121.134,12.455
Santa Cruz,PH175111000,Occidental Mindoro,PH175100000,Region IV-B,PH170000000,175111000,12/31/19,121636.578,688643251.7,120.842,13.116
Baco,PH175201000,Oriental Mindoro,PH175200000,Region IV-B,PH170000000,175201000,12/31/19,108206.605,435021564.3,120.982,13.305
Bansud,PH175202000,Oriental Mindoro,PH175200000,Region IV-B,PH170000000,175202000,12/31/19,82437.4,345371952.6,121.358,12.829
Bongabong,PH175203000,Oriental Mindoro,PH175200000,Region IV-B,PH170000000,175203000,12/31/19,106414.863,396086125.9,121.401,12.702
Bulalacao,PH175204000,Oriental Mindoro,PH175200000,Region IV-B,PH170000000,175204000,12/31/19,175022.387,352806136.6,121.315,12.373
City of Calapan,PH175205000,Oriental Mindoro,PH175200000,Region IV-B,PH170000000,175205000,12/31/19,79657.282,185419054.8,121.187,13.354
Gloria,PH175206000,Oriental Mindoro,PH175200000,Region IV-B,PH170000000,175206000,12/31/19,84261.165,256097940.8,121.373,12.933
Mansalay,PH175207000,Oriental Mindoro,PH175200000,Region IV-B,PH170000000,175207000,12/31/19,128356.153,454386923.3,121.354,12.542
Naujan,PH175208000,Oriental Mindoro,PH175200000,Region IV-B,PH170000000,175208000,12/31/19,166370.049,574742009.2,121.184,13.229
Pinamalayan,PH175209000,Oriental Mindoro,PH175200000,Region IV-B,PH170000000,175209000,12/31/19,111599.848,167769293,121.416,13.019
Pola,PH175210000,Oriental Mindoro,PH175200000,Region IV-B,PH170000000,175210000,12/31/19,95493.292,168396323,121.449,13.132
Puerto Galera,PH175211000,Oriental Mindoro,PH175200000,Region IV-B,PH170000000,175211000,12/31/19,88273.619,109362764.5,120.936,13.461
Roxas,PH175212000,Oriental Mindoro,PH175200000,Region IV-B,PH170000000,175212000,12/31/19,65792.876,103841760.7,121.451,12.62
San Teodoro,PH175213000,Oriental Mindoro,PH175200000,Region IV-B,PH170000000,175213000,12/31/19,71229.53,156044584.2,120.944,13.384
Socorro,PH175214000,Oriental Mindoro,PH175200000,Region IV-B,PH170000000,175214000,12/31/19,74249.802,204841001.2,121.333,13.054
Victoria,PH175215000,Oriental Mindoro,PH175200000,Region IV-B,PH170000000,175215000,12/31/19,67280.185,206699261.7,121.244,13.143
Aborlan,PH175301000,Palawan,PH175300000,Region IV-B,PH170000000,175301000,12/31/19,176492.654,771121276.5,118.445,9.508
Agutaya,PH175302000,Palawan,PH175300000,Region IV-B,PH170000000,175302000,12/31/19,79370.649,30970638.15,120.922,11.254
Araceli,PH175303000,Palawan,PH175300000,Region IV-B,PH170000000,175303000,12/31/19,165440.071,174119055.7,119.913,10.579
Balabac,PH175304000,Palawan,PH175300000,Region IV-B,PH170000000,175304000,12/31/19,435693.838,559121296.7,117.109,8.067
Bataraza,PH175305000,Palawan,PH175300000,Region IV-B,PH170000000,175305000,12/31/19,263455.808,688550173.8,117.424,8.566
Brooke's Point,PH175306000,Palawan,PH175300000,Region IV-B,PH170000000,175306000,12/31/19,137337.739,684821988,117.816,8.851
Busuanga,PH175307000,Palawan,PH175300000,Region IV-B,PH170000000,175307000,12/31/19,354291.178,404538678.6,119.957,12.173
Cagayancillo,PH175308000,Palawan,PH175300000,Region IV-B,PH170000000,175308000,12/31/19,79681.593,12306573.61,121.175,9.583
Coron,PH175309000,Palawan,PH175300000,Region IV-B,PH170000000,175309000,12/31/19,740705.103,694415349,120.175,12.053
Cuyo,PH175310000,Palawan,PH175300000,Region IV-B,PH170000000,175310000,12/31/19,113380.994,42792357.95,120.93,10.919
Dumaran,PH175311000,Palawan,PH175300000,Region IV-B,PH170000000,175311000,12/31/19,290171.252,526175003.9,119.664,10.524
El Nido,PH175312000,Palawan,PH175300000,Region IV-B,PH170000000,175312000,12/31/19,445298.839,562020273.8,119.457,11.195
Linapacan,PH175313000,Palawan,PH175300000,Region IV-B,PH170000000,175313000,12/31/19,418716.269,159720763.7,119.813,11.428
Magsaysay,PH175314000,Palawan,PH175300000,Region IV-B,PH170000000,175314000,12/31/19,99638.311,47531596.46,121.055,10.887
Narra,PH175315000,Palawan,PH175300000,Region IV-B,PH170000000,175315000,12/31/19,196007.429,753392646.5,118.298,9.277
Puerto Princesa City,PH175316000,Palawan,PH175300000,Region IV-B,PH170000000,175316000,12/31/19,640284.366,2168616627,118.78,9.914
Quezon,PH175317000,Palawan,PH175300000,Region IV-B,PH170000000,175317000,12/31/19,289833.741,935119819.5,118.039,9.253
Roxas,PH175318000,Palawan,PH175300000,Region IV-B,PH170000000,175318000,12/31/19,306097.048,1129998557,119.299,10.332
San Vicente,PH175319000,Palawan,PH175300000,Region IV-B,PH170000000,175319000,12/31/19,495397.39,604269981.6,119.19,10.455
Taytay,PH175320000,Palawan,PH175300000,Region IV-B,PH170000000,175320000,12/31/19,1056038.744,1299260060,119.461,10.822
Kalayaan,PH175321000,Palawan,PH175300000,Region IV-B,PH170000000,175321000,12/31/19,3407.333,399814.583,114.285,11.053
Culion,PH175322000,Palawan,PH175300000,Region IV-B,PH170000000,175322000,12/31/19,615554.597,432151814.4,119.971,11.834
Rizal,PH175323000,Palawan,PH175300000,Region IV-B,PH170000000,175323000,12/31/19,283375.606,1271268334,117.56,8.832
Sofronio Espanola,PH175324000,Palawan,PH175300000,Region IV-B,PH170000000,175324000,12/31/19,145919.294,442042203,118.015,9.065
Alcantara,PH175901000,Romblon,PH175900000,Region IV-B,PH170000000,175901000,12/31/19,51904.589,70477848.29,122.053,12.301
Banton,PH175902000,Romblon,PH175900000,Region IV-B,PH170000000,175902000,12/31/19,31583.703,28619272.69,122.07,12.939
Cajidiocan,PH175903000,Romblon,PH175900000,Region IV-B,PH170000000,175903000,12/31/19,58926.541,127493796.8,122.644,12.418
Calatrava,PH175904000,Romblon,PH175900000,Region IV-B,PH170000000,175904000,12/31/19,49651.713,38028819.99,122.068,12.612
Concepcion,PH175905000,Romblon,PH175900000,Region IV-B,PH170000000,175905000,12/31/19,35199.485,20394323.28,121.709,12.926
Corcuera,PH175906000,Romblon,PH175900000,Region IV-B,PH170000000,175906000,12/31/19,30091.889,20472587.99,122.055,12.806
Looc,PH175907000,Romblon,PH175900000,Region IV-B,PH170000000,175907000,12/31/19,80472.319,81483302.44,122.001,12.268
Magdiwang,PH175908000,Romblon,PH175900000,Region IV-B,PH170000000,175908000,12/31/19,54250.224,78969102.56,122.523,12.472
Odiongan,PH175909000,Romblon,PH175900000,Region IV-B,PH170000000,175909000,12/31/19,62218.711,136595932.8,122.013,12.4
Romblon,PH175910000,Romblon,PH175900000,Region IV-B,PH170000000,175910000,12/31/19,89354.469,88469223.94,122.286,12.549
San Agustin,PH175911000,Romblon,PH175900000,Region IV-B,PH170000000,175911000,12/31/19,75788.463,102182846.8,122.109,12.554
San Andres,PH175912000,Romblon,PH175900000,Region IV-B,PH170000000,175912000,12/31/19,54214.499,102582466,122.044,12.54
San Fernando,PH175913000,Romblon,PH175900000,Region IV-B,PH170000000,175913000,12/31/19,80595.586,244570492.6,122.558,12.382
San Jose,PH175914000,Romblon,PH175900000,Region IV-B,PH170000000,175914000,12/31/19,29583.024,28076830.94,121.938,12.064
Santa Fe,PH175915000,Romblon,PH175900000,Region IV-B,PH170000000,175915000,12/31/19,78565.003,56525951.86,122.008,12.165
Ferrol,PH175916000,Romblon,PH175900000,Region IV-B,PH170000000,175916000,12/31/19,43154.13,34687393.62,121.951,12.327
Santa Maria,PH175917000,Romblon,PH175900000,Region IV-B,PH170000000,175917000,12/31/19,34132.987,50049763,122.08,12.406
Bacolod City,PH064501000,Negros Occidental,PH064500000,Region VI,PH060000000,64501000,12/31/19,93785.771,162377865.6,122.993,10.647
Bago City,PH064502000,Negros Occidental,PH064500000,Region VI,PH060000000,64502000,12/31/19,118259.765,406866915.8,122.987,10.5
Binalbagan,PH064503000,Negros Occidental,PH064500000,Region VI,PH060000000,64503000,12/31/19,113842.236,184875136.9,122.993,10.133
Cadiz City,PH064504000,Negros Occidental,PH064500000,Region VI,PH060000000,64504000,12/31/19,127055.553,526572164.3,123.255,10.852
Calatrava,PH064505000,Negros Occidental,PH064500000,Region VI,PH060000000,64505000,12/31/19,106518.812,287686273.9,123.405,10.639
Candoni,PH064506000,Negros Occidental,PH064500000,Region VI,PH060000000,64506000,12/31/19,70285.773,295377571.9,122.627,9.765
Cauayan,PH064507000,Negros Occidental,PH064500000,Region VI,PH060000000,64507000,12/31/19,126866.995,469707182.9,122.558,9.908
Enrique B. Magalona,PH064508000,Negros Occidental,PH064500000,Region VI,PH060000000,64508000,12/31/19,111127.67,138926566.6,123.052,10.843
City of Escalante,PH064509000,Negros Occidental,PH064500000,Region VI,PH060000000,64509000,12/31/19,103885.568,192284491.3,123.477,10.802
City of Himamaylan,PH064510000,Negros Occidental,PH064500000,Region VI,PH060000000,64510000,12/31/19,93071.865,363497226.6,122.926,10.06
Hinigaran,PH064511000,Negros Occidental,PH064500000,Region VI,PH060000000,64511000,12/31/19,58187.613,152717186.7,122.909,10.269
Hinoba-An,PH064512000,Negros Occidental,PH064500000,Region VI,PH060000000,64512000,12/31/19,126702.354,402038209.8,122.575,9.585
Ilog,PH064513000,Negros Occidental,PH064500000,Region VI,PH060000000,64513000,12/31/19,145662.539,294032465.5,122.725,9.83
Isabela,PH064514000,Negros Occidental,PH064500000,Region VI,PH060000000,64514000,12/31/19,75091.248,191442493.7,123.037,10.206
